id,year,citation_count,reference_count,patent_count,doctype,is_retracted,team_size,institution_count,in_degree,out_degree,total_degree
W2770520638,2017,204,41,2,article,False,11,3,4,0,4
W2801870733,2018,192,47,1,article,False,3,1,6,1,7
W2903675476,2018,191,7,6,article,False,10,5,3,0,3
W3005068726,2020,165,104,0,article,False,3,7,0,4,4
W2530806392,2016,148,29,0,article,False,2,3,2,0,2
W3134272437,2021,145,477,0,article,False,3,1,0,4,4
W2968550879,2019,126,60,0,article,False,2,2,11,2,13
W2944786474,2019,119,24,0,article,False,6,4,3,1,4
W4200109380,2021,115,24,0,article,False,7,10,1,1,2
W2618245351,2017,121,475,30,preprint,False,36,32,2,0,2
W2914621829,2019,105,31,0,article,False,21,14,1,0,1
W2594212404,2017,105,60,0,article,False,17,7,1,0,1
W3086140339,2020,97,39,0,article,False,14,6,1,0,1
W3172623273,2021,91,84,0,article,False,5,4,1,0,1
W4309114850,2022,87,44,0,article,False,10,7,1,0,1
W2302684695,2016,85,44,0,article,False,6,5,3,0,3
W2736310682,2016,70,189,0,book,False,1,1,3,0,3
W2915889393,2019,83,40,0,article,False,8,2,1,0,1
W3117714639,2020,70,19,0,article,False,3,2,9,0,9
W2746197475,2017,69,48,0,article,False,3,4,2,0,2
W2931084611,2019,66,40,0,article,False,6,3,5,5,10
W3180601057,2021,63,134,0,article,False,5,2,0,8,8
W2990679802,2019,61,50,0,article,False,3,2,4,1,5
W2902459702,2018,60,37,0,article,False,7,7,1,0,1
W3128133130,2021,60,21,0,book-chapter,False,7,3,15,6,21
W3086322343,2020,58,77,0,article,False,4,3,6,1,7
W2808481523,2018,58,54,0,article,False,8,3,1,0,1
W2918315081,2019,41,9,0,article,False,13,3,4,1,5
W3089361872,2020,52,43,0,article,False,2,2,2,0,2
W3102977322,2021,55,88,0,article,False,11,13,2,5,7
W3152394047,2021,52,59,0,article,False,20,16,0,1,1
W3008598523,2020,0,44,0,preprint,False,0,0,0,1,1
W3046573442,2020,1,10,0,article,False,2,1,0,1,1
W3046632421,2022,1,23,0,article,False,3,2,1,2,3
W3095775909,2020,1,37,0,preprint,False,2,1,0,1,1
W3099342862,2020,1,11,0,article,False,2,1,0,1,1
W3128075435,2021,1,21,0,preprint,False,3,2,0,2,2
W3164526682,2022,1,19,0,article,False,2,2,1,0,1
W3173898798,2018,1,24,0,article,False,8,1,0,2,2
W3186488061,2021,1,38,0,preprint,False,3,1,0,1,1
W3189088987,2021,1,13,0,article,False,2,1,0,2,2
W3196865740,2020,1,6,0,article,False,6,2,1,0,1
W3203541056,2021,1,37,0,preprint,False,4,1,0,1,1
W3216857417,2022,1,67,0,article,False,5,4,1,0,1
W4210551111,2022,1,48,0,article,False,4,2,1,1,2
W4213042349,2022,1,18,0,article,False,3,1,1,1,2
W4213355154,2022,1,7,0,article,False,5,1,0,1,1
W2991116889,2019,4,21,2,article,False,3,1,3,4,7
W2991560995,2019,4,22,0,article,False,4,2,3,0,3
W3009328768,2019,4,33,0,article,False,4,2,2,3,5
W3011122185,2020,4,0,0,article,False,0,0,1,0,1
W4205416931,2022,0,56,0,preprint,False,0,0,0,2,2
W4212804867,2022,0,19,0,review,False,0,0,0,5,5
W4213061603,2022,0,18,0,article,False,0,0,0,3,3
W4404198336,2024,0,74,0,article,False,0,0,0,7,7
W4405269838,2024,0,41,0,article,False,0,0,0,3,3
W4405643659,2024,0,63,0,review,False,0,0,0,1,1
W3211257609,2018,0,3,0,article,False,0,0,0,1,1
W3211616225,2021,0,3,0,article,False,0,0,0,1,1
W4206631389,2021,0,16,0,article,False,0,0,0,2,2
W4213047927,2021,0,4,0,article,False,0,0,0,2,2
W4224226354,2022,0,59,0,preprint,False,0,0,0,1,1
W4226094276,2022,0,25,0,article,False,0,0,0,1,1
W2948010559,2019,73,78,1,article,False,4,5,6,1,7
W3100463568,2016,74,56,0,article,False,9,10,2,0,2
W2900738054,2018,73,70,0,article,False,7,5,11,0,11
W2975079120,2019,71,17,0,article,False,5,1,3,1,4
W3145796195,2021,68,91,0,review,False,1,2,2,1,3
W2898188248,2018,72,43,0,article,False,2,1,8,0,8
W2626665552,2017,69,28,0,article,False,6,3,5,0,5
W2580371084,2017,65,28,3,article,False,2,1,13,0,13
W3110075270,2020,64,30,0,article,False,23,8,1,0,1
W3210043212,2021,65,188,0,article,False,6,2,0,3,3
W2889467678,2018,63,90,0,article,False,18,7,0,1,1
W3129296450,2021,65,55,0,article,False,6,3,1,0,1
W2602772020,2017,12,31,0,article,False,18,11,1,0,1
W2768418826,2017,12,14,0,article,False,7,5,2,0,2
W2883381105,2018,12,80,0,book-chapter,False,4,4,1,0,1
W2914389178,2019,12,23,1,article,False,4,2,3,0,3
W2934825000,2019,12,44,0,article,False,2,2,1,1,2
W2997821988,2019,12,45,0,article,False,16,12,0,1,1
W3003566378,2019,12,8,0,article,False,3,1,1,2,3
W3008133655,2020,12,31,0,article,False,5,1,4,0,4
W3081791622,2020,12,26,0,article,False,2,3,1,0,1
W3091652245,2021,12,173,0,article,False,26,22,0,2,2
W3128610076,2021,12,57,0,book-chapter,False,5,3,1,0,1
W3137482958,2021,11,49,0,article,False,7,2,2,4,6
W3181359494,2021,12,5,0,article,False,6,4,1,0,1
W3185164077,2021,12,62,0,article,False,3,1,3,0,3
W3215893364,2021,12,17,0,article,False,2,2,4,2,6
W4200010179,2021,12,48,0,article,False,2,3,3,4,7
W4244252028,2016,12,3,0,book,False,2,2,0,1,1
W4321494966,2023,10,30,0,article,False,5,3,2,2,4
W4321503062,2023,12,78,0,article,False,7,1,2,7,9
W4378214840,2023,12,59,0,article,False,4,2,7,1,8
W2288948039,2016,11,85,0,article,False,1,1,2,0,2
W2884266004,2018,0,19,0,article,False,0,0,0,4,4
W3092224779,2020,51,48,0,article,False,13,12,2,0,2
W2258207592,2016,49,41,0,article,False,3,3,1,0,1
W2565861041,2016,49,54,0,article,False,7,3,2,0,2
W2574282959,2017,48,38,0,article,False,3,1,2,0,2
W2910135986,2019,49,24,1,article,False,3,1,1,2,3
W2960366821,2019,45,67,0,article,False,15,5,5,0,5
W3135186041,2021,50,74,0,article,False,2,1,7,3,10
W3137493877,2021,49,113,0,article,False,8,2,2,4,6
W2252962319,2016,46,55,0,review,False,1,1,3,0,3
W2805020085,2018,47,70,0,article,False,6,6,1,0,1
W3049217260,2020,49,25,0,article,False,2,1,5,1,6
W2762646264,2017,47,43,0,article,False,3,2,4,0,4
W2918861943,2019,48,75,0,article,False,2,1,3,0,3
W3048396061,2020,44,80,0,article,False,4,2,18,2,20
W2758220272,2017,47,85,0,article,False,4,3,1,0,1
W2914457856,2019,46,111,0,article,False,7,1,5,0,5
W2972876400,2019,42,69,0,article,False,6,3,2,1,3
W3202461527,2021,46,51,0,book-chapter,False,5,2,3,4,7
W2401245500,2016,44,27,0,article,False,4,1,2,0,2
W2475983985,2016,45,32,0,article,False,10,9,4,0,4
W2557962296,2016,44,44,0,article,False,7,6,3,0,3
W2949008776,2019,44,122,0,article,False,2,1,7,1,8
W2282889649,2016,44,18,0,article,False,5,2,5,0,5
W2533892336,2016,44,12,0,article,False,3,1,2,0,2
W2802509304,2018,44,25,0,article,False,2,1,2,0,2
W3110833271,2020,44,73,0,article,False,3,3,9,4,13
W4281397563,2022,43,83,0,article,False,1,1,2,13,15
W2604669164,2017,43,48,0,article,False,6,4,1,0,1
W2892457111,2018,43,31,0,article,False,20,9,1,0,1
W3045484692,2020,43,25,0,article,False,5,2,8,0,8
W2300461186,2016,42,42,0,article,False,3,2,1,1,2
W2528279140,2016,42,52,0,article,False,5,2,4,2,6
W2736038465,2017,39,65,0,article,False,5,6,11,0,11
W2752106769,2017,40,22,0,article,False,5,3,31,2,33
W3012950246,2020,41,74,0,article,False,11,5,2,0,2
W1954249532,2016,39,98,0,article,False,3,3,3,0,3
W2999510374,2016,0,29,0,article,False,0,0,0,1,1
W3000034463,2019,0,12,0,article,False,0,0,0,1,1
W4292296550,2022,0,37,0,article,False,0,0,0,1,1
W4324052099,2023,0,73,0,article,False,0,0,0,5,5
W4382283042,2023,0,78,0,preprint,False,0,0,0,2,2
W4386850037,2023,0,40,0,article,False,0,0,0,1,1
W4391098780,2024,0,42,0,article,False,0,0,0,2,2
W4392884110,2024,0,45,0,article,False,0,0,0,1,1
W4394693036,2024,0,48,0,article,False,0,0,0,2,2
W4400006103,2024,0,39,0,article,False,0,0,0,1,1
W4401898884,2024,0,32,0,preprint,False,0,0,0,3,3
W4402614417,2024,0,98,0,review,False,0,0,0,2,2
W4402815731,2024,0,33,0,article,False,0,0,0,8,8
W2755786134,2017,12,12,0,article,False,10,3,0,1,1
W2775012008,2017,12,69,0,article,False,4,3,1,0,1
W2794171266,2018,12,43,0,article,False,13,2,1,4,5
W2989268825,2019,11,21,0,article,False,4,1,2,0,2
W3165203584,2021,12,71,0,article,False,6,2,4,6,10
W4200248639,2021,12,87,0,article,False,10,6,1,6,7
W4213050154,2022,13,31,0,article,False,5,2,1,0,1
W4280555800,2022,12,76,0,preprint,False,8,7,0,1,1
W4292387274,2022,12,52,0,article,False,11,2,1,5,6
W2512787274,2016,11,82,0,article,False,11,6,1,0,1
W3007442292,2020,11,62,0,article,False,7,2,0,1,1
W3181458529,2021,11,18,0,article,False,15,8,0,2,2
W4200338618,2021,11,75,0,article,False,1,1,4,1,5
W4200573094,2021,11,44,0,article,False,6,2,1,2,3
W3169090465,2021,2,43,0,preprint,False,3,2,1,1,2
W3185695176,2021,2,10,0,article,False,4,1,1,0,1
W3212601102,2021,2,0,0,article,False,0,0,1,0,1
W3215891087,2021,2,13,0,article,False,3,1,0,1,1
W3216699215,2021,2,19,0,article,False,2,1,2,3,5
W4393147047,2024,2,26,0,article,False,3,2,2,1,3
W4394910047,2024,2,28,0,article,False,3,1,1,2,3
W4394959389,2024,2,93,0,article,False,4,3,0,1,1
W4399508457,2024,2,26,0,article,False,5,4,0,1,1
W4378220754,2023,0,43,0,preprint,False,0,0,0,2,2
W4379114881,2023,0,21,0,article,False,0,0,0,2,2
W4382940599,2023,0,9,0,article,False,0,0,0,2,2
W4382996293,2023,0,61,0,preprint,False,0,0,0,7,7
W4384485899,2023,0,27,0,article,False,0,0,0,3,3
W4384660945,2023,0,17,0,article,False,0,0,0,1,1
W4384699056,2023,0,4,0,article,False,0,0,0,2,2
W4384700007,2023,0,47,0,article,False,0,0,0,1,1
W4385925457,2023,0,33,0,preprint,False,0,0,0,1,1
W4386069705,2023,0,38,0,article,False,0,0,0,1,1
W4386352673,2023,0,23,0,article,False,0,0,0,2,2
W4386823554,2023,0,44,0,article,False,0,0,0,3,3
W2798300270,2018,0,24,0,preprint,False,0,0,0,4,4
W2921067437,2019,1,10,1,article,False,7,1,1,0,1
W2921313595,2019,1,12,1,article,False,4,1,1,3,4
W2947129898,2019,1,31,0,preprint,False,3,1,0,1,1
W2947341871,2018,1,15,0,preprint,False,7,3,1,0,1
W2950092323,2018,1,1,0,preprint,False,2,3,1,0,1
W2951489354,2018,1,31,0,preprint,False,2,1,0,2,2
W3001632797,2019,1,11,0,article,False,2,2,0,1,1
W3034873086,2020,1,29,0,preprint,False,4,2,0,1,1
W3036825126,2022,1,11,0,article,False,4,2,0,3,3
W3046361664,2020,1,4,0,article,False,4,1,1,2,3
W3132470335,2021,1,60,0,article,False,4,4,1,0,1
W3135036158,2021,1,21,0,preprint,False,3,2,0,1,1
W3174860214,2021,1,37,0,preprint,False,6,3,0,1,1
W3188221196,2021,1,37,0,article,False,3,1,1,0,1
W2751474944,2017,6,31,0,article,False,5,2,1,2,3
W2939326139,2019,6,17,0,preprint,False,2,2,1,4,5
W2950125101,2019,8,51,0,article,False,3,2,1,0,1
W3019846091,2020,6,20,0,article,False,6,3,1,1,2
W3086217784,2020,6,27,0,preprint,False,2,1,0,2,2
W3129451496,2021,6,45,0,article,False,3,2,0,3,3
W3186081720,2021,6,46,0,article,False,2,1,3,4,7
W3208845256,2022,6,17,0,preprint,False,2,2,0,1,1
W3210976605,2021,7,27,0,article,False,4,4,1,0,1
W4206029591,2022,6,28,0,article,False,29,32,1,0,1
W4213188077,2022,6,33,0,article,False,9,3,1,1,2
W4239535170,2021,6,16,0,book-chapter,False,2,2,1,0,1
W4303437765,2022,6,68,0,article,False,4,3,0,2,2
W4308055692,2022,6,58,0,article,False,5,6,2,3,5
W4310454317,2022,6,53,0,article,False,4,4,0,1,1
W4385650357,2023,6,80,0,article,False,6,2,0,1,1
W4386838123,2023,7,50,0,article,False,4,3,0,10,10
W2592180803,2017,11,19,0,article,False,4,3,0,1,1
W2613368912,2017,11,92,0,review,False,5,3,1,0,1
W2752260310,2017,11,0,0,article,False,0,0,3,0,3
W2892736350,2018,11,34,0,article,False,10,7,0,1,1
W2897458127,2018,11,25,0,article,False,10,5,5,0,5
W2987026557,2019,10,56,0,review,False,3,1,0,1,1
W2998148994,2019,11,119,0,review,False,2,1,1,0,1
W3110343388,2020,11,0,0,article,False,0,0,1,0,1
W3114654034,2020,11,11,0,article,False,5,2,0,1,1
W3177871829,2021,11,29,0,article,False,6,2,3,0,3
W3127061355,2021,0,17,0,preprint,False,0,0,0,2,2
W3133398659,2021,0,31,0,preprint,False,0,0,0,1,1
W3135512361,2021,0,26,0,preprint,False,0,0,0,1,1
W3140624289,2021,0,38,0,preprint,False,0,0,0,2,2
W3153664228,2017,0,41,0,preprint,False,0,0,0,1,1
W3164327364,2021,0,24,0,preprint,False,0,0,0,2,2
W3164539552,2021,0,47,0,preprint,False,0,0,0,1,1
W3165711478,2021,0,36,0,preprint,False,0,0,0,1,1
W3169813199,2021,0,55,0,preprint,False,0,0,0,2,2
W3172343154,2021,0,26,0,preprint,False,0,0,0,1,1
W3172773005,2021,0,10,0,preprint,False,0,0,0,3,3
W3176108306,2021,0,37,0,preprint,False,0,0,0,2,2
W3176138979,2021,0,50,0,preprint,False,0,0,0,2,2
W4285140385,2022,0,45,0,book-chapter,False,0,0,0,2,2
W4285202620,2022,0,72,0,article,False,0,0,0,1,1
W4285286982,2022,0,176,0,book-chapter,False,0,0,0,9,9
W4285601623,2022,0,18,0,article,False,0,0,0,4,4
W4285676447,2022,1,12,0,article,False,5,1,0,2,2
W4286461917,2022,0,7,0,article,False,0,0,0,4,4
W3183998329,2021,23,26,0,article,False,9,5,0,2,2
W2917576091,2019,22,45,0,article,False,4,2,3,2,5
W2926998966,2019,18,97,2,article,False,5,5,0,2,2
W2938726453,2019,22,9,0,article,False,3,3,2,1,3
W2970136042,2019,22,52,0,article,False,2,2,0,1,1
W3123421218,2016,22,18,0,article,False,13,5,1,0,1
W3203042656,2021,22,46,0,article,False,6,4,0,3,3
W4360610309,2023,22,119,0,article,False,56,40,1,1,2
W2371749441,2016,21,30,0,article,False,3,3,1,0,1
W2464282685,2016,21,22,0,article,False,4,3,1,0,1
W2892622376,2017,21,23,0,article,False,6,3,1,1,2
W2911028472,2019,21,28,0,article,False,7,5,1,1,2
W2966389065,2019,21,42,0,article,False,3,1,5,3,8
W2982661178,2019,21,38,0,article,False,2,3,1,0,1
W2985529962,2019,21,59,0,article,False,3,5,1,0,1
W3017350605,2020,21,11,0,article,False,3,2,1,0,1
W3035791514,2020,21,14,0,article,False,2,1,3,2,5
W3123131431,2021,19,74,0,article,False,7,4,1,1,2
W3131403727,2018,22,52,0,article,False,1,1,1,1,2
W3137581305,2021,21,115,0,article,False,12,8,0,1,1
W2592744506,2016,20,10,0,article,False,2,2,7,1,8
W2599890375,2020,18,6,0,article,False,5,1,1,0,1
W2730704169,2017,20,34,0,article,False,8,4,2,1,3
W2925819760,2019,21,47,0,article,False,2,1,4,0,4
W2970193740,2019,13,66,0,article,False,4,2,2,1,3
W4280641669,2022,17,98,0,article,False,6,4,3,4,7
W2297383020,2016,19,29,0,article,False,4,3,5,2,7
W2328285789,2016,19,20,0,article,False,3,4,2,0,2
W4401419204,2024,0,22,0,article,False,0,0,0,3,3
W4401427289,2024,0,40,0,article,False,0,0,0,5,5
W3016579296,2020,41,75,0,article,False,2907,256,0,3,3
W2779256720,2018,40,80,0,article,False,98,29,4,1,5
W3036743429,2020,40,146,0,review,False,2,1,3,2,5
W2474933191,2016,35,67,1,article,False,5,5,2,0,2
W2924091318,2019,39,75,0,article,False,2264,215,1,1,2
W3015501035,2020,38,71,0,article,False,2,1,1,4,5
W3110880827,2020,36,30,0,article,False,967,199,3,0,3
W3208303043,2021,38,64,0,article,False,11,8,5,4,9
W2329685984,2016,30,63,0,article,False,3,4,2,0,2
W2773185014,2017,38,22,0,article,False,4,1,1,1,2
W2897698918,2018,38,16,2,article,False,4,2,2,1,3
W2998931216,2020,38,121,0,article,False,1,1,4,2,6
W4281846513,2022,38,26,0,article,False,8,1,3,2,5
W2140674970,2016,37,85,0,article,False,2805,246,0,1,1
W2950534630,2019,31,69,0,article,False,2272,202,1,0,1
W2955010622,2019,37,76,0,article,False,2893,252,1,6,7
W3049288516,2020,37,49,0,article,False,4,1,8,1,9
W3199147584,2021,37,54,0,review,False,4,1,5,8,13
W4280545185,2022,37,28,0,article,False,10,1,2,4,6
W2779898393,2017,36,110,0,article,False,1,1,1,0,1
W2803029281,2018,30,57,0,article,False,21,8,1,1,2
W3012542478,2020,36,38,0,article,False,14,6,8,5,13
W4207077446,2022,36,93,0,article,False,64,38,3,1,4
W3084548477,2021,35,87,0,article,False,2882,260,3,6,9
W4313534875,2023,35,50,0,article,False,4,2,1,4,5
W2884312783,2019,34,50,0,article,False,2266,197,1,3,4
W3113049731,2020,34,49,0,article,False,4,2,2,1,3
W2318710287,2016,30,5,0,article,False,1,1,1,0,1
W2747717059,2017,33,32,1,article,False,6,5,1,0,1
W3040101009,2020,32,246,0,review,False,2,3,2,2,4
W2884963035,2018,32,73,0,article,False,2876,256,0,3,3
W2914067549,2019,33,60,0,article,False,3,3,4,1,5
W2941936241,2019,32,73,1,article,False,3,5,4,2,6
W2989209102,2019,31,40,0,article,False,4,3,2,0,2
W2406882901,2016,31,73,0,article,False,7,3,3,0,3
W2567428193,2016,31,29,0,article,False,5,3,5,0,5
W2948405945,2019,30,27,0,article,False,3,2,0,2,2
W2950302158,2019,30,95,0,article,False,2306,207,1,1,2
W3019388422,2020,31,102,0,article,False,3,3,1,0,1
W3080429501,2020,31,85,0,article,False,26,33,1,1,2
W3092706085,2020,26,42,0,article,False,3,3,2,1,3
W4297102418,2022,30,70,0,review,False,13,12,0,1,1
W2471058249,2016,30,51,0,article,False,2817,242,7,1,8
W2782438287,2017,30,0,0,book,False,0,0,3,0,3
W2884214082,2018,30,32,0,article,False,7,6,1,1,2
W2942790626,2020,30,51,0,article,False,3,2,1,5,6
W4313429696,2022,29,73,0,article,False,4,2,0,2,2
W2945706377,2019,29,96,0,article,False,2890,259,0,5,5
W3022010587,2020,29,47,0,article,False,10,3,2,2,4
W4229026152,2022,29,63,0,article,False,24,10,4,6,10
W2981346539,2020,28,71,0,article,False,2888,254,8,4,12
W3112830440,2020,28,65,0,article,False,6,2,0,4,4
W4225289839,2022,28,74,0,article,False,2803,256,1,0,1
W4386753580,2023,26,6,0,article,False,6,2,1,0,1
W2292675560,2016,27,63,0,article,False,5,2,1,0,1
W2785356934,2018,27,38,2,article,False,5,4,3,0,3
W2809892058,2018,27,30,0,article,False,2,2,2,1,3
W3034483228,2020,26,20,0,article,False,12,3,1,0,1
W3138638214,2021,27,51,0,article,False,3,3,1,1,2
W3192282396,2021,27,99,0,article,False,5,2,1,0,1
W4221075113,2022,27,545,0,review,False,5,1,0,2,2
W4221161534,2022,21,112,0,article,False,2312,210,0,2,2
W2236943266,2016,26,42,2,article,False,8,2,2,0,2
W2806462023,2018,25,44,0,article,False,3,2,1,0,1
W2943903733,2019,25,59,0,article,False,2,6,3,6,9
W2965294601,2019,25,72,0,article,False,4,1,4,1,5
W2991590864,2019,26,121,0,article,False,2,1,3,0,3
W2996748260,2019,25,19,2,article,False,7,2,1,1,2
W3097869226,2020,26,29,0,article,False,3,1,1,1,2
W3194822224,2021,26,140,0,article,False,2833,255,1,8,9
W4225330091,2022,26,35,0,article,False,64,38,2,1,3
W4280510975,2022,26,195,0,review,False,1,1,1,1,2
W4285171980,2022,26,33,0,article,False,2,1,7,3,10
W2787663477,2017,25,7,0,article,False,2,1,3,1,4
W2884635497,2018,25,25,0,book-chapter,False,2,2,2,2,4
W2949237992,2019,23,31,0,article,False,26,15,2,0,2
W2982761307,2019,24,71,0,article,False,2882,264,0,5,5
W2999009349,2020,24,49,0,article,False,39,17,3,2,5
W4206728270,2022,25,50,0,article,False,2,3,2,0,2
W4313433226,2023,24,132,0,article,False,6,6,0,2,2
W2126096818,2016,24,9,0,article,False,1,3,1,0,1
W2471744027,2020,24,40,0,article,False,2888,255,4,2,6
W2947233004,2019,24,45,0,article,False,4,2,8,1,9
W2965515750,2019,24,92,0,article,False,5,6,0,2,2
W2986951796,2019,24,72,0,article,False,3,3,5,0,5
W3090510056,2020,22,109,0,article,False,2882,260,2,5,7
W3206470216,2021,24,29,0,article,False,6,2,0,1,1
W4385810595,2023,24,13,0,article,False,2853,248,1,0,1
W2896206032,2018,22,80,0,article,False,3,2,0,2,2
W2994246085,2018,23,56,0,article,False,2253,192,2,2,4
W3091991901,2020,20,68,0,article,False,9,4,0,2,2
W3209955724,2021,12,31,0,article,False,4,2,1,1,2
W3211892875,2022,23,79,0,article,False,56,45,2,1,3
W4383876264,2023,23,93,0,article,False,8,7,1,7,8
W3012236526,2020,19,87,0,article,False,2894,259,2,2,4
W4213361906,2022,22,109,0,article,False,3,3,0,1,1
W2754534007,2018,21,51,0,article,False,5033,400,1,0,1
W2799937185,2018,21,4,0,article,False,3,1,2,1,3
W2802919254,2017,21,0,0,article,False,0,0,1,0,1
W3034631655,2020,21,81,0,article,False,3,2,2,3,5
W3084150142,2020,21,68,0,article,False,3,1,1,0,1
W3092405686,2021,21,65,0,article,False,2345,274,1,1,2
W3111308878,2020,20,33,0,article,False,6,2,0,1,1
W3134096607,2021,20,48,0,article,False,2,2,6,1,7
W2770246800,2017,20,21,0,article,False,2,2,0,1,1
W2904229327,2018,20,93,0,article,False,7,9,1,0,1
W2971237577,2019,20,33,0,article,False,2,1,2,2,4
W3180559925,2021,18,94,0,article,False,2862,261,0,6,6
W4210535347,2022,20,79,0,article,False,2839,252,0,5,5
W4283644017,2022,20,33,0,article,False,2384,234,0,1,1
W4390722831,2024,20,76,0,preprint,False,3,1,1,3,4
W2340096308,2016,4,42,0,article,False,6,3,2,0,2
W2467672953,2016,4,5,0,article,False,2,2,1,0,1
W4244244724,2017,3,48,0,preprint,False,3,2,1,2,3
W4293078589,2022,3,60,0,article,False,2,1,1,1,2
W4312754621,2022,4,22,0,article,False,4,1,1,2,3
W4396560291,2024,0,15,0,article,False,0,0,0,1,1
W4396575113,2024,0,23,0,article,False,0,0,0,8,8
W4396576576,2024,0,41,0,article,False,0,0,0,4,4
W4397045209,2024,0,55,0,preprint,False,0,0,0,4,4
W4399176090,2024,0,19,0,article,False,0,0,0,2,2
W4399208468,2024,1,21,0,article,False,6,3,0,1,1
W4399222316,2024,0,3,0,book-chapter,False,0,0,0,1,1
W4399232722,2024,0,67,0,preprint,False,0,0,0,2,2
W4399439987,2024,0,34,0,article,False,0,0,0,1,1
W4399594631,2024,0,74,0,article,False,0,0,0,3,3
W4399864372,2024,0,112,0,article,False,0,0,0,1,1
W4399868264,2024,0,24,0,article,False,0,0,0,1,1
W4400644700,2024,0,27,0,article,False,0,0,0,5,5
W4400648742,2024,0,28,0,article,False,0,0,0,3,3
W4400677816,2024,0,38,0,article,False,0,0,0,1,1
W4400682551,2024,0,39,0,article,False,0,0,0,1,1
W4400694346,2024,0,26,0,article,False,0,0,0,3,3
W4401076824,2024,0,61,0,article,False,0,0,0,2,2
W4401101021,2024,0,15,0,article,False,0,0,0,1,1
W4401325108,2024,0,41,0,article,False,0,0,0,5,5
W4401715371,2024,0,75,0,review,False,0,0,0,2,2
W4402222249,2024,0,33,0,article,False,0,0,0,5,5
W4402538074,2024,0,23,0,article,False,0,0,0,1,1
W4385305718,2023,0,3,0,article,False,0,0,0,1,1
W4385357420,2023,0,15,0,article,False,0,0,0,1,1
W4385359401,2023,0,12,0,article,False,0,0,0,1,1
W4385364043,2023,0,18,0,article,False,0,0,0,1,1
W4386396577,2023,0,48,0,article,False,0,0,0,1,1
