id,year,citation_count,reference_count,patent_count,doctype,is_retracted,team_size,institution_count,in_degree,out_degree,total_degree
W2790189854,2018,16,55,0,article,False,5,2,5,1,6
W2794717456,2018,16,22,0,article,False,4,3,2,1,3
W3004153116,2020,17,124,0,article,False,7,8,0,1,1
W3091810574,2020,16,15,0,article,False,3,2,4,0,4
W4229061916,2022,16,58,0,article,False,7,8,3,2,5
W4390913831,2024,16,198,0,review,False,3,2,0,8,8
W3120514561,2021,16,39,0,article,False,3,2,0,1,1
W4254336816,2018,15,5,1,preprint,False,3,2,1,0,1
W4281264500,2022,15,87,0,article,False,2,1,4,2,6
W4306742826,2022,15,68,0,article,False,4,1,10,0,10
W4322773360,2023,16,158,0,article,False,9,3,0,1,1
W4365142444,2023,15,51,0,article,False,5,3,4,2,6
W4385248382,2023,15,35,0,article,False,6,5,0,1,1
W4386566010,2023,15,98,0,article,False,12,9,0,1,1
W4388696159,2023,15,16,0,article,False,9,5,0,2,2
W2960776468,2019,14,61,0,article,False,6,11,1,2,3
W2982296372,2019,14,30,0,article,False,6,1,0,8,8
W4300865435,2022,14,202,0,article,False,20,15,0,2,2
W4378652369,2023,15,148,0,article,False,27,8,0,3,3
W4380146570,2023,15,36,0,article,False,20,4,3,4,7
W4386014049,2023,14,78,0,review,False,6,7,1,1,2
W2807503004,2018,12,63,0,preprint,False,9,3,6,2,8
W3041175333,2020,13,31,0,article,False,11,5,0,1,1
W3136790208,2021,13,19,0,article,False,2,1,1,0,1
W3172534326,2021,13,44,0,article,False,4,3,3,2,5
W3209218566,2021,13,33,0,article,False,70,52,1,0,1
W3212581682,2021,13,37,0,article,False,4,1,4,3,7
W4210728769,2021,13,23,0,article,False,2,1,4,1,5
W4226321485,2021,12,22,0,review,False,4,3,2,0,2
W4365141400,2023,13,47,0,article,False,4,1,2,1,3
W4388483862,2023,13,105,0,article,False,28,21,0,1,1
W2519191850,2016,12,36,0,article,False,7,5,1,0,1
W2618381866,2017,12,56,0,preprint,False,4,4,0,1,1
W3172865474,2021,13,29,0,article,False,6,3,5,0,5
W4396916382,2024,12,183,0,review,False,4,3,1,4,5
W2474110664,2017,10,15,0,book-chapter,False,7,4,0,1,1
W2927561859,2019,11,29,0,article,False,4,3,6,5,11
W3045611901,2020,11,42,0,article,False,19,5,0,2,2
W3166274300,2021,11,11,0,article,False,5,1,2,2,4
W3200051040,2021,11,52,0,article,False,3,2,0,1,1
W3200282162,2021,11,203,0,article,False,7,3,1,5,6
W4309791287,2022,11,30,0,article,False,5,1,1,5,6
W4311059116,2022,11,46,0,article,False,2,1,0,3,3
W4387477934,2023,11,40,0,article,False,101,68,2,1,3
W4392903734,2024,11,134,0,article,False,22,20,0,1,1
W2624019975,2017,10,164,0,book-chapter,False,3,1,0,1,1
W2994257530,2020,10,68,0,article,False,2290,206,0,2,2
W3014545290,2020,10,29,0,article,False,4,1,2,1,3
W3089961060,2020,11,40,0,article,False,3,2,0,1,1
W3163911212,2021,10,62,0,article,False,2,2,1,1,2
W4206077326,2022,10,44,0,article,False,1,1,2,2,4
W4248129580,2017,10,110,0,preprint,False,2,1,0,1,1
W4244091541,2021,1,0,0,preprint,False,0,0,1,0,1
W4293067850,2022,5,134,0,preprint,False,5,3,0,4,4
W4309153379,2022,5,31,0,article,False,3,3,0,1,1
W2295492523,2016,4,8,0,article,False,6,2,4,0,4
W2585413167,2016,4,8,0,article,False,6,3,1,2,3
W2613335132,2017,4,34,0,article,False,4,2,1,0,1
W2621238906,2017,4,12,0,article,False,4,2,2,0,2
W2801319862,2018,4,18,0,article,False,1,1,0,1,1
W2896420046,2018,4,32,0,article,False,6,1,3,1,4
W2952898344,2019,4,19,0,article,False,6,1,0,1,1
W2973952133,2019,4,9,0,article,False,7,3,3,1,4
W2989919994,2019,4,13,0,preprint,False,4,3,0,1,1
W2993021120,2019,4,17,0,preprint,False,3,3,0,1,1
W3009461175,2020,4,28,0,article,False,4,2,0,1,1
W3032274043,2020,4,0,0,article,False,0,0,1,0,1
W2769466304,2017,0,14,0,article,False,0,0,0,1,1
W2777857907,2017,0,9,0,article,False,0,0,0,1,1
W2303889987,2016,5,15,0,article,False,7,4,2,0,2
W2400560153,2016,5,8,0,article,False,4,2,1,0,1
W2472090958,2016,5,23,0,article,False,5,2,1,2,3
W2473871880,2016,4,11,0,article,False,2,2,1,0,1
W2619414632,2017,5,28,0,article,False,6,3,0,1,1
W2971130537,2019,5,0,0,article,False,0,0,1,0,1
W2989594248,2019,5,15,0,preprint,False,2,2,1,0,1
W3044217213,2020,5,36,0,article,False,6,7,1,5,6
W3046832017,2020,5,16,0,article,False,4,1,1,2,3
W3135091651,2021,5,59,0,preprint,False,1,1,2,2,4
W4404340566,2024,0,33,0,article,False,0,0,0,3,3
W4404346197,2024,0,22,0,article,False,0,0,0,1,1
W4404358413,2024,0,50,0,article,False,0,0,0,3,3
W4404443433,2024,0,47,0,article,False,0,0,0,1,1
W4404457741,2024,0,83,0,preprint,False,0,0,0,5,5
W4404499926,2024,0,245,0,review,False,0,0,0,1,1
W4404539755,2024,0,82,0,article,False,0,0,0,1,1
W4404620622,2024,0,26,0,article,False,0,0,0,3,3
W4404738002,2024,0,51,0,article,False,0,0,0,2,2
W4404908807,2024,0,21,0,article,False,0,0,0,2,2
W4404920993,2024,0,24,0,article,False,0,0,0,1,1
W4391235323,2024,4,37,0,article,False,5,3,1,3,4
W4393851728,2024,4,265,0,article,False,9,8,2,9,11
W4396936392,2024,4,54,0,review,False,7,8,0,1,1
W2434865958,2016,3,17,0,article,False,1,1,1,0,1
W2498703350,2016,3,13,0,article,False,2,1,0,1,1
W2549499772,2016,3,10,0,article,False,4,3,0,1,1
W2512177909,2016,19,27,0,article,False,3,2,4,0,4
W2529840016,2016,19,51,0,article,False,2,3,1,0,1
W2550076583,2016,19,72,0,article,False,3,4,1,0,1
W2599828603,2020,19,13,0,article,False,5,3,1,1,2
W2600459501,2017,19,48,0,article,False,12,12,1,0,1
W2624692385,2017,19,9,0,preprint,False,2,1,2,0,2
W2752260624,2017,19,40,0,article,False,4,4,3,1,4
W2892598885,2018,19,55,0,article,False,4,3,13,0,13
W2964912739,2019,19,65,0,article,False,2,2,2,3,5
W3036234577,2020,19,30,0,article,False,5,3,0,3,3
W3081264512,2020,19,14,0,article,False,4,1,3,0,3
W4312397585,2022,19,20,0,article,False,6,1,3,1,4
W2296248205,2016,17,50,0,article,False,2,1,1,0,1
W2936437385,2019,18,72,0,article,False,3,1,1,2,3
W2977221421,2019,18,68,0,article,False,12,10,2,3,5
W2983722697,2019,18,27,0,article,False,1,1,2,1,3
W3090043522,2020,18,39,0,article,False,2,1,2,3,5
W3165784170,2021,18,46,0,article,False,10,3,0,2,2
W3195414839,2021,18,0,0,article,False,0,0,2,0,2
W4210461637,2022,18,62,0,article,False,4,3,0,1,1
W4360612437,2023,18,134,0,article,False,56,41,1,1,2
W2326727537,2016,17,17,0,article,False,4,4,3,3,6
W2615126784,2017,17,107,2,article,False,1,1,2,0,2
W2765325137,2017,17,39,1,article,False,4,2,0,1,1
W2899183692,2018,17,37,0,article,False,4,2,1,3,4
W3195231895,2021,17,28,0,article,False,3,1,1,1,2
W4402349009,2024,0,16,0,article,False,0,0,0,3,3
W4402350105,2024,0,56,0,article,False,0,0,0,1,1
W4402351662,2024,0,12,0,article,False,0,0,0,1,1
W4402356210,2024,0,24,0,preprint,False,0,0,0,1,1
W4402454366,2024,0,65,0,article,False,0,0,0,1,1
W4402467270,2024,0,22,0,article,False,0,0,0,1,1
W4402520955,2024,0,27,0,article,False,0,0,0,2,2
W4402555929,2024,0,71,0,review,False,0,0,0,1,1
W4402722157,2024,0,46,0,article,False,0,0,0,1,1
W4402724002,2024,0,21,0,article,False,0,0,0,1,1
W4402727042,2024,0,64,0,article,False,0,0,0,7,7
W4402753741,2024,0,68,0,article,False,0,0,0,1,1
W4402765603,2024,0,47,0,article,False,0,0,0,1,1
W4402816192,2024,0,16,0,preprint,False,0,0,0,1,1
W4402835351,2024,0,39,0,article,False,0,0,0,6,6
W4402835794,2024,0,33,0,article,False,0,0,0,4,4
W2981428793,2019,1,2,0,book-chapter,False,4,5,0,1,1
W2983489455,2019,1,53,0,book-chapter,False,3,1,0,4,4
W2987189469,2018,1,77,0,preprint,False,5,3,0,1,1
W4247156688,2019,56,59,0,article,False,4,2,11,5,16
W2902404424,2018,55,59,0,article,False,1,1,4,4,8
W3123364653,2021,55,97,0,article,False,3,2,5,0,5
W2629988455,2017,53,57,0,article,False,2,1,3,1,4
W2802863673,2018,43,34,0,article,False,3,3,1,0,1
W2794115576,2018,43,72,0,article,False,2,1,2,1,3
W2913268593,2019,51,56,0,article,False,4,3,3,1,4
W2195063482,2016,48,55,0,article,False,3,3,5,2,7
W2885150375,2018,49,60,1,article,False,8,8,7,0,7
W2900453346,2018,49,87,0,article,False,2,1,6,2,8
W2901476991,2018,49,32,0,article,False,5,2,2,3,5
W2970770156,2019,49,195,0,review,False,2,2,2,3,5
W3138105167,2021,48,41,0,article,False,5,3,1,0,1
W2295229594,2016,47,71,0,article,False,4,1,2,0,2
W2963320759,2017,45,0,0,article,False,0,0,1,0,1
W2900997733,2018,42,26,2,article,False,4,1,0,1,1
W3206602527,2021,42,28,0,article,False,5,2,5,0,5
W2886123234,2018,14,15,0,article,False,3,2,0,1,1
W2888655868,2018,14,105,0,article,False,22,10,2,0,2
W2915127339,2019,14,90,0,article,False,3,1,2,2,4
W3047325770,2020,14,25,0,article,False,2,1,3,3,6
W3099225700,2018,14,44,0,preprint,False,5,2,2,1,3
W3191172713,2021,14,49,0,article,False,3,3,2,2,4
W4323927170,2023,14,42,0,preprint,False,2,1,2,4,6
W4385679786,2023,14,33,0,article,False,6,5,0,1,1
W2346309462,2016,14,16,0,article,False,6,6,1,0,1
W2624895414,2017,13,16,0,article,False,2,1,0,1,1
W2750897499,2017,13,44,0,article,False,4,1,1,0,1
W2766578892,2017,13,12,0,article,False,2,2,2,1,3
W2963150710,2019,13,17,0,article,False,2,2,1,0,1
W2970182792,2019,13,43,0,article,False,3,2,1,1,2
W3043183283,2020,13,48,0,article,False,2,1,2,2,4
W4224216377,2022,12,47,0,article,False,9,4,0,1,1
W4224917780,2022,13,19,0,article,False,4,2,0,2,2
W4241699806,2018,13,48,0,article,False,4,4,2,1,3
W4312134483,2022,0,17,0,preprint,False,0,0,0,1,1
W4313856070,2023,0,53,0,preprint,False,0,0,0,1,1
W4321787021,2023,0,45,0,preprint,False,0,0,0,4,4
W4366826353,2023,0,44,0,preprint,False,0,0,0,4,4
W4366829226,2023,0,36,0,article,False,0,0,0,1,1
W4367184039,2023,0,71,0,preprint,False,0,0,0,3,3
W4368317938,2023,0,34,0,article,False,0,0,0,1,1
W4368373863,2023,0,21,0,article,False,0,0,0,2,2
W4375860577,2023,0,40,0,preprint,False,0,0,0,3,3
W4378528233,2023,0,28,0,preprint,False,0,0,0,2,2
W4378701226,2023,0,52,0,article,False,0,0,0,1,1
W4382897366,2023,0,42,0,article,False,0,0,0,1,1
W4383957405,2023,0,12,0,article,False,0,0,0,3,3
W2888225742,2018,0,70,0,preprint,False,0,0,0,5,5
W4381185446,2023,1,13,0,article,False,4,2,1,1,2
W4382680720,2023,1,75,0,article,False,4,3,1,6,7
W4385325712,2023,1,48,0,review,False,2,5,0,1,1
W4386601163,2023,1,38,0,article,False,3,1,0,2,2
W4386898849,2023,1,28,0,article,False,2,1,1,3,4
W4387375586,2023,1,62,0,preprint,False,2,1,1,3,4
W4387525079,2023,1,60,0,article,False,3,2,1,1,2
W4388100894,2023,1,50,0,preprint,False,2,2,0,4,4
W4403567549,2024,0,69,0,article,False,0,0,0,1,1
W4403729678,2024,0,9,0,article,False,0,0,0,3,3
W4403791399,2024,0,47,0,preprint,False,0,0,0,1,1
W4403872200,2024,0,77,0,article,False,0,0,0,5,5
W4403875691,2024,0,86,0,article,False,0,0,0,5,5
W4403889516,2024,0,27,0,book-chapter,False,0,0,0,1,1
W4403905934,2024,0,20,0,book-chapter,False,0,0,0,5,5
W4403919002,2024,0,32,0,article,False,0,0,0,5,5
W4403921754,2024,0,51,0,article,False,0,0,0,2,2
W4404505661,2024,0,56,0,article,False,0,0,0,1,1
W4404803440,2024,0,115,0,article,False,0,0,0,2,2
W2965827394,2019,48,53,3,article,False,9,2,1,0,1
W2790933567,2018,43,58,0,article,False,4,4,1,4,5
W3085853843,2020,48,101,0,article,False,10,6,0,2,2
W2555410439,2016,47,73,0,article,False,2,2,2,0,2
W2906511847,2018,46,70,0,review,False,4,1,0,1,1
W2483381544,2016,45,65,0,article,False,2,2,4,0,4
W2767896690,2017,44,105,0,article,False,3,1,1,0,1
W3137983215,2021,38,20,0,article,False,4,2,10,7,17
W2303943184,2016,42,52,0,article,False,2,1,10,0,10
W3114090080,2020,35,54,0,article,False,9,5,4,6,10
W2605376831,2017,41,27,0,article,False,2,2,3,1,4
W3017032679,2020,42,49,0,article,False,8,2,5,2,7
W2786328515,2018,40,21,0,article,False,2,1,3,0,3
W3177587747,2021,41,79,0,article,False,5,3,1,1,2
W4362606282,2023,43,79,0,article,False,3,3,3,1,4
W598582050,2016,41,64,0,book,False,3,1,1,0,1
W4293799763,2022,0,64,0,preprint,False,0,0,0,2,2
W4295941951,2022,0,58,0,article,False,0,0,0,2,2
W2905166401,2018,1,46,0,review,False,4,5,0,1,1
W2963534394,2016,1,0,0,article,False,0,0,1,0,1
W2999241479,2018,1,13,0,article,False,5,3,1,0,1
W3121367018,2021,1,115,0,article,False,11,12,0,2,2
W3125161504,2018,1,65,0,preprint,False,6,6,1,2,3
W3126153946,2021,1,12,0,article,False,1,1,1,0,1
W3144977026,2021,1,30,0,article,False,5,1,0,1,1
W3157654346,2021,1,24,0,article,False,5,1,0,1,1
W3158942048,2021,1,19,0,article,False,4,2,1,5,6
W3162896476,2021,1,56,0,preprint,False,3,3,0,2,2
W3195472523,2021,1,2,0,article,False,5,1,1,0,1
W3196952872,2021,1,19,0,article,False,5,2,1,2,3
W3205779619,2021,1,45,0,preprint,False,10,3,0,1,1
W3207215910,2021,1,112,0,article,False,2,1,0,1,1
W3211695182,2021,1,0,0,article,False,0,0,1,0,1
W3212596558,2021,1,16,0,article,False,6,1,0,5,5
W4256204832,2021,1,136,0,preprint,False,1,1,0,1,1
W2234282832,2016,7,35,0,article,False,6,1,4,0,4
W2491043747,2016,7,10,0,article,False,5,1,1,0,1
W2499728364,2016,7,23,0,article,False,5,2,2,1,3
W2766930523,2018,7,1,0,article,False,7,1,1,0,1
W2769824212,2017,7,13,0,article,False,5,2,2,3,5
W2774206983,2017,7,6,1,article,False,5,3,0,1,1
W2800684544,2018,7,44,0,preprint,False,2,2,1,1,2
W2803361751,2018,7,20,0,article,False,4,2,1,4,5
W2338746102,2016,25,7,0,article,False,3,2,4,0,4
W2346189154,2016,25,43,0,article,False,4,2,1,0,1
W2892125108,2018,25,26,0,article,False,6,3,2,0,2
W3010574012,2020,25,30,0,preprint,False,3,2,2,0,2
W3096744788,2020,25,48,0,article,False,7,5,1,0,1
W3175756445,2021,25,84,0,article,False,3,5,0,1,1
W2802376646,2018,24,43,0,article,False,11,2,3,0,3
W3130131298,2021,23,28,0,article,False,5,2,1,1,2
W3158468877,2021,23,30,0,article,False,4,2,0,1,1
W3179323735,2021,23,48,0,article,False,4,3,0,1,1
W4312595359,2022,25,22,0,article,False,4,2,0,2,2
W2274884494,2016,23,47,0,article,False,2,2,9,0,9
W2762777721,2017,23,47,1,article,False,4,1,4,3,7
W2963058168,2017,23,27,0,article,False,3,2,0,2,2
W2963663592,2017,23,26,0,article,False,8,7,1,3,4
W2980857503,2019,23,85,0,article,False,1,1,1,0,1
W3124749251,2021,23,33,0,article,False,10,4,0,1,1
W3156282694,2021,21,51,0,article,False,2,1,1,2,3
W4293762523,2022,23,31,0,article,False,7,1,1,2,3
W2539852183,2016,21,68,0,article,False,2,1,5,0,5
W2581715914,2017,23,93,0,article,False,3,3,2,1,3
W2754979845,2017,22,15,0,article,False,5,2,1,0,1
W2806243377,2018,22,23,0,article,False,3,2,1,1,2
W2917847774,2019,22,53,0,article,False,5,3,1,1,2
W2948709946,2019,22,28,0,article,False,20,5,3,6,9
W2968220487,2019,22,35,0,article,False,3,3,1,2,3
W4206072989,2022,18,77,0,article,False,2,2,2,1,3
W3047863423,2020,104,86,0,article,False,3,3,9,0,9
W2472569480,2016,99,67,0,article,False,3,1,3,0,3
W2783811473,2018,102,61,0,article,False,7,1,2,0,2
W2596119433,2017,98,86,0,article,False,5,1,6,0,6
W2783154706,2018,92,45,0,article,False,9,1,1,0,1
W2885402046,2018,95,32,0,article,False,3,2,2,1,3
W2953842052,2019,84,173,0,review,False,5,6,4,0,4
W2964230347,2018,99,56,0,article,False,6,3,2,0,2
W3099585329,2020,97,100,0,article,False,89,51,3,2,5
W2347006227,2016,95,49,0,article,False,8,9,3,0,3
W4390940980,2024,95,79,0,article,False,39,20,2,1,3
W4206831263,2022,91,149,0,article,False,1217,115,1,1,2
W2975107135,2019,90,52,0,article,False,5,3,3,6,9
W2894690081,2018,88,50,0,article,False,8,6,3,0,3
W2949612967,2017,87,20,0,article,False,3,1,8,0,8
W4280582406,2022,88,184,0,article,False,41,38,0,1,1
W2763301473,2017,86,293,2,review,False,2,2,1,0,1
W2884073174,2018,85,23,0,article,False,2,1,2,1,3
W2802929155,2018,81,60,1,article,False,3,2,6,0,6
W2465164134,2016,80,37,0,article,False,4,3,9,0,9
W3009111239,2020,81,229,0,review,False,13,11,0,4,4
W2225534487,2016,78,58,0,article,False,2,2,1,0,1
W2592551887,2017,73,35,0,article,False,2,1,6,1,7
W3108425313,2020,69,98,0,article,False,11,4,8,3,11
W4281653853,2022,76,128,0,review,False,25,21,1,2,3
W2526066647,2016,74,49,0,article,False,10,2,2,0,2
W3102271920,2020,72,56,0,article,False,2,2,2,0,2
W3099006879,2018,70,76,0,article,False,20,16,2,1,3
W3104712907,2018,71,53,3,preprint,False,4,3,1,1,2
W2610214508,2017,65,47,0,article,False,33,18,1,1,2
W2769733039,2017,70,66,0,article,False,4,2,2,2,4
W2790796102,2018,71,40,1,article,False,5,2,3,1,4
W2799879344,2018,70,47,2,article,False,13,8,1,0,1
W3046987053,2020,70,29,0,article,False,13,4,11,4,15
W2802748188,2018,69,140,0,article,False,6,6,3,0,3
W2900261992,2018,65,47,0,article,False,5,3,7,3,10
W2912347251,2019,68,53,0,preprint,False,56,29,0,1,1
W3108401379,2020,52,94,0,article,False,18,20,1,1,2
W3123476113,2019,63,75,0,article,False,2,2,1,0,1
W2971047200,2019,65,79,0,review,False,5,2,1,0,1
W2346299949,2016,65,24,0,article,False,5,3,2,0,2
W2766790689,2017,65,29,2,article,False,6,5,6,0,6
W3001059052,2020,62,218,14,review,False,2,1,3,10,13
W3186956055,2021,59,28,0,article,False,4,5,5,2,7
W4307091543,2022,66,56,0,article,False,20,18,0,1,1
W2895467751,2018,62,22,1,article,False,4,1,15,1,16
W2989537165,2019,61,47,0,article,False,6,2,1,2,3
W2612839288,2017,59,41,0,article,False,1,1,1,0,1
W2905927937,2018,59,16,1,article,False,3,2,4,0,4
W3096665229,2020,60,134,0,article,False,3,4,3,1,4
W2794260821,2018,55,61,0,article,False,6,3,1,0,1
W2567564655,2017,58,131,0,article,False,14,13,1,1,2
W3041771560,2020,60,125,0,review,False,6,2,1,0,1
W2947769555,2019,56,40,2,article,False,12,6,3,0,3
W3189722576,2021,55,35,0,article,False,9,3,3,0,3
W3191181811,2021,55,16,0,article,False,5,3,2,0,2
W2923528232,2019,54,39,0,article,False,5,3,1,6,7
W2956846682,2019,55,29,0,article,False,6,2,8,3,11
W4288370876,2021,53,186,0,book,False,3,3,0,1,1
W2375779720,2016,53,31,0,article,False,4,1,4,0,4
W2950850186,2018,53,67,0,article,False,5,5,5,2,7
W3036592982,2020,52,205,0,book-chapter,False,2,2,1,1,2
W2720985821,2017,52,71,0,article,False,4,1,4,1,5
W3162963303,2021,51,50,0,article,False,3,2,5,1,6
W2802922010,2018,51,54,0,article,False,5,4,4,0,4
W2972258720,2019,51,43,0,article,False,6,6,0,1,1
W3133840431,2021,50,72,0,article,False,3,2,1,3,4
W2610882344,2017,50,71,0,article,False,2254,192,4,3,7
W3003023170,2020,50,64,0,article,False,9,4,1,0,1
W2212600031,2016,49,63,0,article,False,2273,181,3,0,3
W2735507918,2017,48,51,0,article,False,1400,227,1,0,1
W2787739094,2018,45,15,0,article,False,18,13,8,1,9
W2922677095,2019,48,33,0,article,False,5,2,1,0,1
W3093246326,2020,49,91,0,article,False,9,3,2,3,5
W3017581522,2020,352,25,0,article,False,4,3,5,1,6
W2804836376,2018,289,322,0,article,False,10,7,5,2,7
W2789253630,2018,211,107,0,article,False,6,4,4,0,4
W2582769321,2017,183,260,0,article,False,21,17,4,1,5
W3112669073,2020,164,69,0,article,False,15,12,2,0,2
W2744953678,2017,157,41,4,article,False,4,1,37,0,37
W2960749694,2019,147,52,0,article,False,5,3,6,3,9
W2290770566,2016,115,48,0,article,False,3,4,1,0,1
W2735688548,2017,102,65,0,article,False,11,5,0,1,1
W2947444283,2018,101,39,0,article,False,5,2,1,1,2
W2602840559,2017,89,62,0,article,False,8,1,7,2,9
W2792591096,2018,89,32,2,article,False,12,3,2,0,2
W2345057418,2016,78,103,0,review,False,3,2,3,0,3
W3212595588,2021,76,138,0,review,False,13,6,0,1,1
W2299482622,2016,76,30,0,article,False,8,6,7,0,7
W2953709867,2019,74,83,0,article,False,8,1,3,4,7
W3132085514,2021,49,31,0,article,False,5,4,2,3,5
W3019298229,2020,49,28,0,article,False,6,4,1,4,5
W2753686465,2017,45,38,0,article,False,2,1,2,2,4
W2344253485,2016,43,56,0,article,False,6,10,2,0,2
W3207213357,2021,44,39,0,article,False,8,7,3,3,6
W2772593527,2017,38,24,0,article,False,12,7,2,0,2
W2787917196,2018,33,64,0,article,False,10,11,1,0,1
W2527882145,2016,39,16,0,article,False,5,2,4,0,4
W3094386498,2020,37,28,0,article,False,6,5,1,2,3
W3104460767,2019,39,45,1,article,False,5,3,5,1,6
W2736204936,2017,38,44,0,article,False,5,2,1,0,1
W2950134585,2017,37,17,0,article,False,6,4,25,1,26
W2996680536,2019,36,46,0,article,False,4,3,1,0,1
W3203782659,2021,37,34,0,article,False,4,4,1,2,3
W2342178743,2016,32,15,0,article,False,10,7,2,0,2
W3107504286,2021,14,40,0,article,False,4,3,2,1,3
W2998570630,2017,29,29,0,article,False,4,2,0,1,1
W3046337608,2020,29,43,0,article,False,4,3,2,0,2
W4225418839,2022,28,81,0,article,False,5,2,3,1,4
W2528179341,2016,24,25,0,article,False,5,2,8,0,8
W2550522442,2016,22,9,0,article,False,6,7,2,0,2
W2911472150,2019,24,36,0,article,False,3,3,0,1,1
W3212542712,2021,23,134,0,review,False,5,7,0,2,2
W4220913814,2022,24,0,0,book,False,0,0,1,0,1
W3022933121,2020,21,93,0,article,False,12,4,1,0,1
W3196594355,2021,21,41,0,article,False,4,3,3,1,4
W4319299866,2023,21,51,0,article,False,2,1,2,3,5
W2798296542,2018,20,28,0,article,False,4,2,4,0,4
W2887966171,2018,18,14,0,article,False,3,1,2,1,3
W2952877808,2019,20,85,0,article,False,3,1,7,2,9
W2963360535,2019,19,37,0,article,False,5,4,1,0,1
W3188663406,2021,20,36,0,article,False,4,1,4,0,4
W2934461545,2019,19,27,0,article,False,5,3,2,1,3
W2762032850,2017,17,28,0,article,False,5,3,1,0,1
W4290755323,2022,16,29,0,article,False,3,2,3,0,3
W3009813719,2020,15,42,0,article,False,6,5,2,4,6
W3011775073,2020,15,23,0,article,False,4,1,2,1,3
W3034546614,2020,14,35,0,article,False,4,2,0,1,1
W4387993851,2023,13,75,0,article,False,12,9,0,2,2
W2611039805,2017,11,18,0,article,False,5,1,1,0,1
W4312706253,2022,12,21,0,article,False,2,1,3,7,10
W4383896390,2023,10,29,0,article,False,12,5,0,1,1
W4386897194,2023,11,42,0,article,False,8,4,1,1,2
W4390919275,2024,11,60,0,article,False,20,13,1,3,4
W2891462906,2018,10,11,0,article,False,6,1,1,0,1
W2921000070,2019,10,41,0,article,False,2,1,3,1,4
W2916168687,2019,9,57,0,article,False,6,3,1,0,1
W2919135728,2019,9,20,0,article,False,3,1,1,4,5
W2946505735,2019,9,50,0,book-chapter,False,1,1,1,0,1
W2970674676,2019,8,15,0,article,False,6,2,5,1,6
W3097928891,2020,9,53,0,article,False,3,3,3,2,5
W2921218277,2019,8,14,0,article,False,4,2,1,0,1
W2942887148,2019,8,41,0,article,False,6,1,1,1,2
W3180811376,2021,0,3,0,preprint,False,0,0,0,2,2
W2944758063,2019,0,19,0,preprint,False,0,0,0,2,2
W2951626026,2017,0,24,0,article,False,0,0,0,1,1
W2953266676,2022,0,26,0,article,False,0,0,0,1,1
W4365452029,2023,25,60,0,article,False,7,5,4,0,4
W2412227734,2016,23,36,0,article,False,3,2,1,0,1
W2608895071,2017,23,44,0,article,False,4,2,1,0,1
W2735845646,2017,23,47,0,article,False,5,5,1,0,1
W2770143198,2017,23,13,0,article,False,6,4,4,0,4
W2910233063,2019,23,53,0,article,False,5,1,2,2,4
W2913076848,2018,23,14,1,article,False,5,1,10,4,14
W2943231086,2019,24,65,0,article,False,2,1,2,3,5
W2979551878,2019,23,43,0,article,False,11,1,1,0,1
W3016658532,2020,23,28,0,article,False,4,1,8,3,11
W3042713464,2020,24,29,0,article,False,6,6,0,2,2
W3045349655,2020,23,20,0,article,False,4,3,0,1,1
W3049465328,2020,24,55,0,article,False,2,1,0,1,1
W3087013695,2020,22,49,0,article,False,9,8,0,1,1
W3109482589,2020,24,64,0,article,False,6,2,2,1,3
W3157271524,2021,23,16,0,article,False,8,6,1,1,2
W3181160446,2021,23,39,0,article,False,5,2,0,2,2
W4302759755,2022,22,117,0,article,False,2,2,3,5,8
W2513241937,2016,17,27,0,article,False,6,1,6,1,7
W2624406705,2017,22,25,2,article,False,3,2,7,2,9
W2728032019,2017,21,46,0,article,False,4,2,1,0,1
W2784280102,2018,22,30,0,article,False,4,2,1,7,8
W2813167585,2018,22,54,0,article,False,2,1,0,2,2
W2906343629,2018,21,12,0,article,False,6,2,1,0,1
W2972533475,2019,19,40,0,article,False,8,4,0,3,3
W4309402859,2022,23,71,0,article,False,3,1,4,6,10
W2412563308,2016,21,20,0,article,False,10,2,2,0,2
W2606203030,2017,20,0,0,article,False,0,0,4,0,4
W2751462064,2017,21,55,0,article,False,10,8,1,1,2
W2889063380,2018,21,40,0,article,False,7,2,3,3,6
W2962799881,2018,20,29,0,article,False,5,4,0,1,1
W3116945954,2020,22,27,0,review,False,4,4,0,2,2
W3213964267,2021,21,26,0,article,False,9,3,1,3,4
W4225129415,2022,20,54,0,article,False,2,1,5,5,10
W4251878553,2017,21,31,0,article,False,4,2,1,0,1
W4307930057,2022,21,70,0,article,False,7,3,0,1,1
W2285968018,2016,20,25,0,article,False,8,1,3,0,3
W2560760128,2016,30,8,0,article,False,3,2,8,0,8
W2222559861,2016,28,119,0,article,False,1,1,8,0,8
W2298452921,2016,29,25,0,article,False,4,2,2,0,2
W2536878608,2016,29,31,0,article,False,2,1,8,0,8
W2617430085,2017,29,38,0,article,False,4,3,2,0,2
W2737971711,2017,25,45,0,article,False,5,7,3,0,3
W2800658072,2018,28,4,0,article,False,5,1,3,0,3
W2911992709,2019,29,17,0,article,False,3,3,5,2,7
W2994780360,2020,29,139,0,article,False,2,2,0,1,1
W3137814466,2021,29,73,0,article,False,4,2,1,1,2
W2604256228,2017,28,4,0,article,False,5,1,1,0,1
W2607596470,2017,28,19,0,article,False,5,2,11,2,13
W2742501199,2017,28,44,0,article,False,5,2,1,0,1
W3035804625,2020,28,86,0,article,False,195,33,3,2,5
